"game_id","away_team","home_team"
21801118,"Golden State Warriors","Memphis Grizzlies"
21801121,"Los Angeles Lakers","Utah Jazz"
21801120,"Washington Wizards","Phoenix Suns"
21801117,"Portland Trail Blazers","Chicago Bulls"
21801128,"Sacramento Kings","New Orleans Pelicans"
21801127,"LA Clippers","Milwaukee Bucks"
21801122,"Orlando Magic","Detroit Pistons"
21801124,"Dallas Mavericks","Miami Heat"
21801126,"Denver Nuggets","Houston Rockets"
21801125,"Toronto Raptors","New York Knicks"
21801129,"Cleveland Cavaliers","San Antonio Spurs"
21801123,"Brooklyn Nets","Philadelphia 76ers"
21801133,"Denver Nuggets","Oklahoma City Thunder"
21801132,"Golden State Warriors","Minnesota Timberwolves"
21801131,"Portland Trail Blazers","Atlanta Hawks"
21801134,"Washington Wizards","Utah Jazz"
21801130,"Indiana Pacers","Boston Celtics"
21801135,"Charlotte Hornets","Los Angeles Lakers"
21801143,"Philadelphia 76ers","Minnesota Timberwolves"
21801140,"Orlando Magic","Indiana Pacers"
21801139,"Portland Trail Blazers","Detroit Pistons"
21801138,"Sacramento Kings","Houston Rockets"
21801136,"Cleveland Cavaliers","LA Clippers"
21801137,"Boston Celtics","Brooklyn Nets"
21801144,"Memphis Grizzlies","Phoenix Suns"
21801141,"Miami Heat","New York Knicks"
21801142,"Toronto Raptors","Chicago Bulls"
21801147,"Los Angeles Lakers","New Orleans Pelicans"
21801146,"Dallas Mavericks","Oklahoma City Thunder"
21801148,"Washington Wizards","Denver Nuggets"
21801145,"Milwaukee Bucks","Atlanta Hawks"
21801151,"Memphis Grizzlies","LA Clippers"
21801149,"Sacramento Kings","San Antonio Spurs"
21801150,"Charlotte Hornets","Golden State Warriors"
21801156,"Orlando Magic","Toronto Raptors"
21801157,"Portland Trail Blazers","Minnesota Timberwolves"
21801158,"Philadelphia 76ers","Dallas Mavericks"
21801152,"Detroit Pistons","Indiana Pacers"
21801159,"Charlotte Hornets","Utah Jazz"
21801153,"Miami Heat","Boston Celtics"
21801154,"Milwaukee Bucks","Brooklyn Nets"
21801160,"Cleveland Cavaliers","Phoenix Suns"
21801155,"Chicago Bulls","New York Knicks"
21801161,"Los Angeles Lakers","Oklahoma City Thunder"
21801163,"Houston Rockets","Sacramento Kings"
21801162,"Atlanta Hawks","San Antonio Spurs"
21801164,"Denver Nuggets","Golden State Warriors"
21801171,"Charlotte Hornets","New Orleans Pelicans"
21801167,"Chicago Bulls","Washington Wizards"
21801173,"San Antonio Spurs","Denver Nuggets"
21801168,"Philadelphia 76ers","Atlanta Hawks"
21801172,"Minnesota Timberwolves","Dallas Mavericks"
21801175,"Memphis Grizzlies","Portland Trail Blazers"
21801165,"Indiana Pacers","Detroit Pistons"
21801170,"Boston Celtics","Miami Heat"
21801166,"New York Knicks","Orlando Magic"
21801176,"Houston Rockets","LA Clippers"
21801169,"Toronto Raptors","Brooklyn Nets"
21801174,"Utah Jazz","Phoenix Suns"
21801178,"Cleveland Cavaliers","Sacramento Kings"
21801179,"Golden State Warriors","Los Angeles Lakers"
21801177,"Milwaukee Bucks","Philadelphia 76ers"
21801186,"Detroit Pistons","Oklahoma City Thunder"
21801182,"San Antonio Spurs","Washington Wizards"
21801180,"Toronto Raptors","Charlotte Hornets"
21801185,"Miami Heat","Minnesota Timberwolves"
21801190,"Portland Trail Blazers","Denver Nuggets"
21801187,"Memphis Grizzlies","Dallas Mavericks"
21801183,"Boston Celtics","Indiana Pacers"
21801188,"Sacramento Kings","Utah Jazz"
21801184,"New York Knicks","Houston Rockets"
21801181,"Atlanta Hawks","Orlando Magic"
21801192,"Los Angeles Lakers","LA Clippers"
21801189,"New Orleans Pelicans","Phoenix Suns"
21801191,"Cleveland Cavaliers","Golden State Warriors"
21801193,"Brooklyn Nets","Milwaukee Bucks"
21801194,"Philadelphia 76ers","Chicago Bulls"
21801201,"Dallas Mavericks","Memphis Grizzlies"
21801195,"Miami Heat","Toronto Raptors"
21801197,"Oklahoma City Thunder","Minnesota Timberwolves"
21801207,"New Orleans Pelicans","Sacramento Kings"
21801199,"Brooklyn Nets","Indiana Pacers"
21801202,"Atlanta Hawks","Milwaukee Bucks"
21801206,"Denver Nuggets","Portland Trail Blazers"
21801198,"Charlotte Hornets","Detroit Pistons"
21801200,"Phoenix Suns","Houston Rockets"
21801196,"San Antonio Spurs","Cleveland Cavaliers"
21801203,"Orlando Magic","Boston Celtics"
21801204,"Washington Wizards","New York Knicks"
21801208,"Utah Jazz","Los Angeles Lakers"
21801205,"LA Clippers","Golden State Warriors"
21801215,"Golden State Warriors","New Orleans Pelicans"
21801218,"Houston Rockets","Oklahoma City Thunder"
21801211,"Boston Celtics","Washington Wizards"
21801214,"Toronto Raptors","Minnesota Timberwolves"
21801216,"Phoenix Suns","Dallas Mavericks"
21801217,"Denver Nuggets","Utah Jazz"
21801210,"Memphis Grizzlies","Detroit Pistons"
21801212,"Philadelphia 76ers","Miami Heat"
21801209,"Charlotte Hornets","Cleveland Cavaliers"
21801213,"New York Knicks","Chicago Bulls"
21801219,"Portland Trail Blazers","Los Angeles Lakers"
21801225,"Golden State Warriors","Memphis Grizzlies"
21801222,"Orlando Magic","Charlotte Hornets"
21801228,"Minnesota Timberwolves","Denver Nuggets"
21801220,"Indiana Pacers","Atlanta Hawks"
21801226,"Oklahoma City Thunder","Milwaukee Bucks"
21801230,"Sacramento Kings","Portland Trail Blazers"
21801229,"Utah Jazz","LA Clippers"
21801221,"Miami Heat","Brooklyn Nets"
21801223,"Detroit Pistons","New York Knicks"
21801227,"Dallas Mavericks","San Antonio Spurs"
21801224,"Chicago Bulls","Philadelphia 76ers"
